domainID,siteID,plotID,sampleID,nlcdClass,decimalLatitude,decimalLongitude,elevation,collectDate,year,month,day,dayOfYear,totalSampledArea,lifeStage,acceptedTaxonID,rawCount,estimatedCount,allSpeciesTotal
D02,SERC,SERC_005,SERC_005.20170922,deciduousForest,38.89406,-76.546307,8.5,2017-09-22T12:40Z,2017,9,22,265,114,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20170922,deciduousForest,38.89406,-76.546307,8.5,2017-09-22T12:40Z,2017,9,22,265,114,Larva,IXOSCA,0,0,8
D02,SERC,SERC_005,SERC_005.20170922,deciduousForest,38.89406,-76.546307,8.5,2017-09-22T12:40Z,2017,9,22,265,114,Nymph,IXOSCA,1,1,1
D02,SERC,SERC_005,SERC_005.20171017,deciduousForest,38.89406,-76.546307,8.5,2017-10-17T15:12Z,2017,10,17,290,131,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20171017,deciduousForest,38.89406,-76.546307,8.5,2017-10-17T15:12Z,2017,10,17,290,131,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20171017,deciduousForest,38.89406,-76.546307,8.5,2017-10-17T15:12Z,2017,10,17,290,131,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180327,deciduousForest,38.89406,-76.546307,8.5,2018-03-27T12:22Z,2018,3,27,86,147,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180327,deciduousForest,38.89406,-76.546307,8.5,2018-03-27T12:22Z,2018,3,27,86,147,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180327,deciduousForest,38.89406,-76.546307,8.5,2018-03-27T12:22Z,2018,3,27,86,147,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180404,deciduousForest,38.89406,-76.546307,8.5,2018-04-04T14:06Z,2018,4,4,94,155,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180404,deciduousForest,38.89406,-76.546307,8.5,2018-04-04T14:06Z,2018,4,4,94,155,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180404,deciduousForest,38.89406,-76.546307,8.5,2018-04-04T14:06Z,2018,4,4,94,155,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180430,deciduousForest,38.89406,-76.546307,8.5,2018-04-30T17:35Z,2018,4,30,120,158,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180430,deciduousForest,38.89406,-76.546307,8.5,2018-04-30T17:35Z,2018,4,30,120,158,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180430,deciduousForest,38.89406,-76.546307,8.5,2018-04-30T17:35Z,2018,4,30,120,158,Nymph,IXOSCA,NA,NA,4
D02,SERC,SERC_005,SERC_005.20180521,deciduousForest,38.89406,-76.546307,8.5,2018-05-21T21:34Z,2018,5,21,141,139,Adult,IXOSCA,0,0,3
D02,SERC,SERC_005,SERC_005.20180521,deciduousForest,38.89406,-76.546307,8.5,2018-05-21T21:34Z,2018,5,21,141,139,Larva,IXOSCA,0,0,1
D02,SERC,SERC_005,SERC_005.20180521,deciduousForest,38.89406,-76.546307,8.5,2018-05-21T21:34Z,2018,5,21,141,139,Nymph,IXOSCA,7,7,18
D02,SERC,SERC_005,SERC_005.20180613,deciduousForest,38.89406,-76.546307,8.5,2018-06-13T17:17Z,2018,6,13,164,134,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180613,deciduousForest,38.89406,-76.546307,8.5,2018-06-13T17:17Z,2018,6,13,164,134,Larva,IXOSCA,0,0,3
D02,SERC,SERC_005,SERC_005.20180613,deciduousForest,38.89406,-76.546307,8.5,2018-06-13T17:17Z,2018,6,13,164,134,Nymph,IXOSCA,4,4,13
D02,SERC,SERC_005,SERC_005.20180702,deciduousForest,38.89406,-76.546307,8.5,2018-07-02T17:38Z,2018,7,2,183,150,Adult,IXOSCA,0,0,1
D02,SERC,SERC_005,SERC_005.20180702,deciduousForest,38.89406,-76.546307,8.5,2018-07-02T17:38Z,2018,7,2,183,150,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180702,deciduousForest,38.89406,-76.546307,8.5,2018-07-02T17:38Z,2018,7,2,183,150,Nymph,IXOSCA,1,1,9
D02,SERC,SERC_005,SERC_005.20180815,deciduousForest,38.89406,-76.546307,8.5,2018-08-15T20:22Z,2018,8,15,227,140,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180815,deciduousForest,38.89406,-76.546307,8.5,2018-08-15T20:22Z,2018,8,15,227,140,Larva,IXOSCA,0,0,92
D02,SERC,SERC_005,SERC_005.20180815,deciduousForest,38.89406,-76.546307,8.5,2018-08-15T20:22Z,2018,8,15,227,140,Nymph,IXOSCA,2,2,3
D02,SERC,SERC_005,SERC_005.20180905,deciduousForest,38.89406,-76.546307,8.5,2018-09-05T18:30Z,2018,9,5,248,151,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180905,deciduousForest,38.89406,-76.546307,8.5,2018-09-05T18:30Z,2018,9,5,248,151,Larva,IXOSCA,NA,NA,160
D02,SERC,SERC_005,SERC_005.20180905,deciduousForest,38.89406,-76.546307,8.5,2018-09-05T18:30Z,2018,9,5,248,151,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180921,deciduousForest,38.89406,-76.546307,8.5,2018-09-21T13:05Z,2018,9,21,264,145,Adult,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180921,deciduousForest,38.89406,-76.546307,8.5,2018-09-21T13:05Z,2018,9,21,264,145,Larva,IXOSCA,0,0,0
D02,SERC,SERC_005,SERC_005.20180921,deciduousForest,38.89406,-76.546307,8.5,2018-09-21T13:05Z,2018,9,21,264,145,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150504,deciduousForest,38.880025,-76.548376,2.6,2015-05-04T17:22Z,2015,5,4,124,165,Adult,IXOSCA,NA,NA,2
D02,SERC,SERC_006,SERC_006.20150504,deciduousForest,38.880025,-76.548376,2.6,2015-05-04T17:22Z,2015,5,4,124,165,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150504,deciduousForest,38.880025,-76.548376,2.6,2015-05-04T17:22Z,2015,5,4,124,165,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150518,deciduousForest,38.880025,-76.548376,2.6,2015-05-18T17:19Z,2015,5,18,138,164,Adult,IXOSCA,2,2,3
D02,SERC,SERC_006,SERC_006.20150518,deciduousForest,38.880025,-76.548376,2.6,2015-05-18T17:19Z,2015,5,18,138,164,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150518,deciduousForest,38.880025,-76.548376,2.6,2015-05-18T17:19Z,2015,5,18,138,164,Nymph,IXOSCA,10,10,24
D02,SERC,SERC_006,SERC_006.20150610,deciduousForest,38.880025,-76.548376,2.6,2015-06-10T16:57Z,2015,6,10,161,161,Adult,IXOSCA,0,0,2
D02,SERC,SERC_006,SERC_006.20150610,deciduousForest,38.880025,-76.548376,2.6,2015-06-10T16:57Z,2015,6,10,161,161,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150610,deciduousForest,38.880025,-76.548376,2.6,2015-06-10T16:57Z,2015,6,10,161,161,Nymph,IXOSCA,18,18,28
D02,SERC,SERC_006,SERC_006.20150629,deciduousForest,38.880025,-76.548376,2.6,2015-06-29T16:39Z,2015,6,29,180,162,Adult,IXOSCA,NA,NA,1
D02,SERC,SERC_006,SERC_006.20150629,deciduousForest,38.880025,-76.548376,2.6,2015-06-29T16:39Z,2015,6,29,180,162,Larva,IXOSCA,NA,NA,4
D02,SERC,SERC_006,SERC_006.20150629,deciduousForest,38.880025,-76.548376,2.6,2015-06-29T16:39Z,2015,6,29,180,162,Nymph,IXOSCA,NA,NA,22
D02,SERC,SERC_006,SERC_006.20150721,deciduousForest,38.880025,-76.548376,2.6,2015-07-21T15:23Z,2015,7,21,202,160,Adult,IXOSCA,NA,NA,1
D02,SERC,SERC_006,SERC_006.20150721,deciduousForest,38.880025,-76.548376,2.6,2015-07-21T15:23Z,2015,7,21,202,160,Larva,IXOSCA,NA,NA,16
D02,SERC,SERC_006,SERC_006.20150721,deciduousForest,38.880025,-76.548376,2.6,2015-07-21T15:23Z,2015,7,21,202,160,Nymph,IXOSCA,NA,NA,9
D02,SERC,SERC_006,SERC_006.20150813,deciduousForest,38.880025,-76.548376,2.6,2015-08-13T13:17Z,2015,8,13,225,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150813,deciduousForest,38.880025,-76.548376,2.6,2015-08-13T13:17Z,2015,8,13,225,162,Larva,IXOSCA,NA,NA,121
D02,SERC,SERC_006,SERC_006.20150813,deciduousForest,38.880025,-76.548376,2.6,2015-08-13T13:17Z,2015,8,13,225,162,Nymph,IXOSCA,NA,NA,4
D02,SERC,SERC_006,SERC_006.20150901,deciduousForest,38.880025,-76.548376,2.6,2015-09-01T14:25Z,2015,9,1,244,175,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150901,deciduousForest,38.880025,-76.548376,2.6,2015-09-01T14:25Z,2015,9,1,244,175,Larva,IXOSCA,0,0,24
D02,SERC,SERC_006,SERC_006.20150901,deciduousForest,38.880025,-76.548376,2.6,2015-09-01T14:25Z,2015,9,1,244,175,Nymph,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20150922,deciduousForest,38.880025,-76.548376,2.6,2015-09-22T12:53Z,2015,9,22,265,155,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20150922,deciduousForest,38.880025,-76.548376,2.6,2015-09-22T12:53Z,2015,9,22,265,155,Larva,IXOSCA,NA,NA,4
D02,SERC,SERC_006,SERC_006.20150922,deciduousForest,38.880025,-76.548376,2.6,2015-09-22T12:53Z,2015,9,22,265,155,Nymph,IXOSCA,NA,NA,1
D02,SERC,SERC_006,SERC_006.20160321,deciduousForest,38.880025,-76.548376,2.6,2016-03-21T17:56Z,2016,3,21,81,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160321,deciduousForest,38.880025,-76.548376,2.6,2016-03-21T17:56Z,2016,3,21,81,162,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160321,deciduousForest,38.880025,-76.548376,2.6,2016-03-21T17:56Z,2016,3,21,81,162,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160414,deciduousForest,38.880025,-76.548376,2.6,2016-04-14T15:18Z,2016,4,14,105,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160414,deciduousForest,38.880025,-76.548376,2.6,2016-04-14T15:18Z,2016,4,14,105,162,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160414,deciduousForest,38.880025,-76.548376,2.6,2016-04-14T15:18Z,2016,4,14,105,162,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160525,deciduousForest,38.880025,-76.548376,2.6,2016-05-25T12:27Z,2016,5,25,146,160,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160525,deciduousForest,38.880025,-76.548376,2.6,2016-05-25T12:27Z,2016,5,25,146,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160525,deciduousForest,38.880025,-76.548376,2.6,2016-05-25T12:27Z,2016,5,25,146,160,Nymph,IXOSCA,15,15,18
D02,SERC,SERC_006,SERC_006.20160613,deciduousForest,38.880025,-76.548376,2.6,2016-06-13T19:45Z,2016,6,13,165,164,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160613,deciduousForest,38.880025,-76.548376,2.6,2016-06-13T19:45Z,2016,6,13,165,164,Larva,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160613,deciduousForest,38.880025,-76.548376,2.6,2016-06-13T19:45Z,2016,6,13,165,164,Nymph,IXOSCA,80,80,83
D02,SERC,SERC_006,SERC_006.20160706,deciduousForest,38.880025,-76.548376,2.6,2016-07-06T18:37Z,2016,7,6,188,160,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160706,deciduousForest,38.880025,-76.548376,2.6,2016-07-06T18:37Z,2016,7,6,188,160,Larva,IXOSCA,0,0,17
D02,SERC,SERC_006,SERC_006.20160706,deciduousForest,38.880025,-76.548376,2.6,2016-07-06T18:37Z,2016,7,6,188,160,Nymph,IXOSCA,20,20,20
D02,SERC,SERC_006,SERC_006.20160728,deciduousForest,38.880025,-76.548376,2.6,2016-07-28T10:55Z,2016,7,28,210,162,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160728,deciduousForest,38.880025,-76.548376,2.6,2016-07-28T10:55Z,2016,7,28,210,162,Larva,IXOSCA,0,0,16
D02,SERC,SERC_006,SERC_006.20160728,deciduousForest,38.880025,-76.548376,2.6,2016-07-28T10:55Z,2016,7,28,210,162,Nymph,IXOSCA,2,2,4
D02,SERC,SERC_006,SERC_006.20160815,deciduousForest,38.880025,-76.548376,2.6,2016-08-15T17:19Z,2016,8,15,228,164,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160815,deciduousForest,38.880025,-76.548376,2.6,2016-08-15T17:19Z,2016,8,15,228,164,Larva,IXOSCA,0,0,31
D02,SERC,SERC_006,SERC_006.20160815,deciduousForest,38.880025,-76.548376,2.6,2016-08-15T17:19Z,2016,8,15,228,164,Nymph,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20160907,deciduousForest,38.880025,-76.548376,2.6,2016-09-07T15:52Z,2016,9,7,251,163,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160907,deciduousForest,38.880025,-76.548376,2.6,2016-09-07T15:52Z,2016,9,7,251,163,Larva,IXOSCA,0,0,15
D02,SERC,SERC_006,SERC_006.20160907,deciduousForest,38.880025,-76.548376,2.6,2016-09-07T15:52Z,2016,9,7,251,163,Nymph,IXOSCA,1,1,1
D02,SERC,SERC_006,SERC_006.20160926,deciduousForest,38.880025,-76.548376,2.6,2016-09-26T17:56Z,2016,9,26,270,163,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20160926,deciduousForest,38.880025,-76.548376,2.6,2016-09-26T17:56Z,2016,9,26,270,163,Larva,IXOSCA,0,0,8
D02,SERC,SERC_006,SERC_006.20160926,deciduousForest,38.880025,-76.548376,2.6,2016-09-26T17:56Z,2016,9,26,270,163,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20161017,deciduousForest,38.880025,-76.548376,2.6,2016-10-17T16:45Z,2016,10,17,291,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20161017,deciduousForest,38.880025,-76.548376,2.6,2016-10-17T16:45Z,2016,10,17,291,160,Larva,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20161017,deciduousForest,38.880025,-76.548376,2.6,2016-10-17T16:45Z,2016,10,17,291,160,Nymph,IXOSCA,1,1,1
D02,SERC,SERC_006,SERC_006.20161107,deciduousForest,38.880025,-76.548376,2.6,2016-11-07T19:18Z,2016,11,7,312,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20161107,deciduousForest,38.880025,-76.548376,2.6,2016-11-07T19:18Z,2016,11,7,312,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20161107,deciduousForest,38.880025,-76.548376,2.6,2016-11-07T19:18Z,2016,11,7,312,160,Nymph,IXOSCA,1,1,1
D02,SERC,SERC_006,SERC_006.20161202,deciduousForest,38.880025,-76.548376,2.6,2016-12-02T14:33Z,2016,12,2,337,159,Adult,IXOSCA,2,2,2
D02,SERC,SERC_006,SERC_006.20161202,deciduousForest,38.880025,-76.548376,2.6,2016-12-02T14:33Z,2016,12,2,337,159,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20161202,deciduousForest,38.880025,-76.548376,2.6,2016-12-02T14:33Z,2016,12,2,337,159,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170403,deciduousForest,38.880025,-76.548376,2.6,2017-04-03T18:07Z,2017,4,3,93,159,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170403,deciduousForest,38.880025,-76.548376,2.6,2017-04-03T18:07Z,2017,4,3,93,159,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170403,deciduousForest,38.880025,-76.548376,2.6,2017-04-03T18:07Z,2017,4,3,93,159,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170427,deciduousForest,38.880025,-76.548376,2.6,2017-04-27T17:08Z,2017,4,27,117,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170427,deciduousForest,38.880025,-76.548376,2.6,2017-04-27T17:08Z,2017,4,27,117,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170427,deciduousForest,38.880025,-76.548376,2.6,2017-04-27T17:08Z,2017,4,27,117,160,Nymph,IXOSCA,2,2,44
D02,SERC,SERC_006,SERC_006.20170518,deciduousForest,38.880025,-76.548376,2.6,2017-05-18T17:56Z,2017,5,18,138,163,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20170518,deciduousForest,38.880025,-76.548376,2.6,2017-05-18T17:56Z,2017,5,18,138,163,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170518,deciduousForest,38.880025,-76.548376,2.6,2017-05-18T17:56Z,2017,5,18,138,163,Nymph,IXOSCA,0,0,340
D02,SERC,SERC_006,SERC_006.20170612,deciduousForest,38.880025,-76.548376,2.6,2017-06-12T15:10Z,2017,6,12,163,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170612,deciduousForest,38.880025,-76.548376,2.6,2017-06-12T15:10Z,2017,6,12,163,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170612,deciduousForest,38.880025,-76.548376,2.6,2017-06-12T15:10Z,2017,6,12,163,160,Nymph,IXOSCA,1,1,341
D02,SERC,SERC_006,SERC_006.20170629,deciduousForest,38.880025,-76.548376,2.6,2017-06-29T16:04Z,2017,6,29,180,161,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170629,deciduousForest,38.880025,-76.548376,2.6,2017-06-29T16:04Z,2017,6,29,180,161,Larva,IXOSCA,0,0,2
D02,SERC,SERC_006,SERC_006.20170629,deciduousForest,38.880025,-76.548376,2.6,2017-06-29T16:04Z,2017,6,29,180,161,Nymph,IXOSCA,0,0,12
D02,SERC,SERC_006,SERC_006.20170717,deciduousForest,38.880025,-76.548376,2.6,2017-07-17T17:21Z,2017,7,17,198,160,Adult,IXOSCA,0,0,2
D02,SERC,SERC_006,SERC_006.20170717,deciduousForest,38.880025,-76.548376,2.6,2017-07-17T17:21Z,2017,7,17,198,160,Larva,IXOSCA,0,0,56
D02,SERC,SERC_006,SERC_006.20170717,deciduousForest,38.880025,-76.548376,2.6,2017-07-17T17:21Z,2017,7,17,198,160,Nymph,IXOSCA,0,0,12
D02,SERC,SERC_006,SERC_006.20170809,deciduousForest,38.880025,-76.548376,2.6,2017-08-09T16:33Z,2017,8,9,221,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170809,deciduousForest,38.880025,-76.548376,2.6,2017-08-09T16:33Z,2017,8,9,221,162,Larva,IXOSCA,0,0,21
D02,SERC,SERC_006,SERC_006.20170809,deciduousForest,38.880025,-76.548376,2.6,2017-08-09T16:33Z,2017,8,9,221,162,Nymph,IXOSCA,2,2,3
D02,SERC,SERC_006,SERC_006.20170905,deciduousForest,38.880025,-76.548376,2.6,2017-09-05T21:52Z,2017,9,5,248,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170905,deciduousForest,38.880025,-76.548376,2.6,2017-09-05T21:52Z,2017,9,5,248,160,Larva,IXOSCA,0,0,8
D02,SERC,SERC_006,SERC_006.20170905,deciduousForest,38.880025,-76.548376,2.6,2017-09-05T21:52Z,2017,9,5,248,160,Nymph,IXOSCA,2,2,2
D02,SERC,SERC_006,SERC_006.20170921,deciduousForest,38.880025,-76.548376,2.6,2017-09-21T17:16Z,2017,9,21,264,164,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20170921,deciduousForest,38.880025,-76.548376,2.6,2017-09-21T17:16Z,2017,9,21,264,164,Larva,IXOSCA,0,0,5
D02,SERC,SERC_006,SERC_006.20170921,deciduousForest,38.880025,-76.548376,2.6,2017-09-21T17:16Z,2017,9,21,264,164,Nymph,IXOSCA,2,2,2
D02,SERC,SERC_006,SERC_006.20171017,deciduousForest,38.880025,-76.548376,2.6,2017-10-17T14:27Z,2017,10,17,290,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20171017,deciduousForest,38.880025,-76.548376,2.6,2017-10-17T14:27Z,2017,10,17,290,162,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20171017,deciduousForest,38.880025,-76.548376,2.6,2017-10-17T14:27Z,2017,10,17,290,162,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180327,deciduousForest,38.880025,-76.548376,2.6,2018-03-27T13:08Z,2018,3,27,86,165,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180327,deciduousForest,38.880025,-76.548376,2.6,2018-03-27T13:08Z,2018,3,27,86,165,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180327,deciduousForest,38.880025,-76.548376,2.6,2018-03-27T13:08Z,2018,3,27,86,165,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180404,deciduousForest,38.880025,-76.548376,2.6,2018-04-04T18:27Z,2018,4,4,94,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180404,deciduousForest,38.880025,-76.548376,2.6,2018-04-04T18:27Z,2018,4,4,94,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180404,deciduousForest,38.880025,-76.548376,2.6,2018-04-04T18:27Z,2018,4,4,94,160,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180430,deciduousForest,38.880025,-76.548376,2.6,2018-04-30T19:01Z,2018,4,30,120,158,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180430,deciduousForest,38.880025,-76.548376,2.6,2018-04-30T19:01Z,2018,4,30,120,158,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180430,deciduousForest,38.880025,-76.548376,2.6,2018-04-30T19:01Z,2018,4,30,120,158,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180521,deciduousForest,38.880025,-76.548376,2.6,2018-05-21T20:32Z,2018,5,21,141,160,Adult,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20180521,deciduousForest,38.880025,-76.548376,2.6,2018-05-21T20:32Z,2018,5,21,141,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180521,deciduousForest,38.880025,-76.548376,2.6,2018-05-21T20:32Z,2018,5,21,141,160,Nymph,IXOSCA,8,8,34
D02,SERC,SERC_006,SERC_006.20180613,deciduousForest,38.880025,-76.548376,2.6,2018-06-13T18:24Z,2018,6,13,164,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180613,deciduousForest,38.880025,-76.548376,2.6,2018-06-13T18:24Z,2018,6,13,164,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180613,deciduousForest,38.880025,-76.548376,2.6,2018-06-13T18:24Z,2018,6,13,164,160,Nymph,IXOSCA,6,6,20
D02,SERC,SERC_006,SERC_006.20180702,deciduousForest,38.880025,-76.548376,2.6,2018-07-02T18:50Z,2018,7,2,183,162,Adult,IXOSCA,0,0,2
D02,SERC,SERC_006,SERC_006.20180702,deciduousForest,38.880025,-76.548376,2.6,2018-07-02T18:50Z,2018,7,2,183,162,Larva,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20180702,deciduousForest,38.880025,-76.548376,2.6,2018-07-02T18:50Z,2018,7,2,183,162,Nymph,IXOSCA,5,5,8
D02,SERC,SERC_006,SERC_006.20180816,deciduousForest,38.880025,-76.548376,2.6,2018-08-16T15:30Z,2018,8,16,228,162,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180816,deciduousForest,38.880025,-76.548376,2.6,2018-08-16T15:30Z,2018,8,16,228,162,Larva,IXOSCA,NA,NA,33
D02,SERC,SERC_006,SERC_006.20180816,deciduousForest,38.880025,-76.548376,2.6,2018-08-16T15:30Z,2018,8,16,228,162,Nymph,IXOSCA,NA,NA,3
D02,SERC,SERC_006,SERC_006.20180905,deciduousForest,38.880025,-76.548376,2.6,2018-09-05T17:07Z,2018,9,5,248,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180905,deciduousForest,38.880025,-76.548376,2.6,2018-09-05T17:07Z,2018,9,5,248,160,Larva,IXOSCA,0,0,7
D02,SERC,SERC_006,SERC_006.20180905,deciduousForest,38.880025,-76.548376,2.6,2018-09-05T17:07Z,2018,9,5,248,160,Nymph,IXOSCA,0,0,1
D02,SERC,SERC_006,SERC_006.20180920,deciduousForest,38.880025,-76.548376,2.6,2018-09-20T17:49Z,2018,9,20,263,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_006,SERC_006.20180920,deciduousForest,38.880025,-76.548376,2.6,2018-09-20T17:49Z,2018,9,20,263,160,Larva,IXOSCA,NA,NA,2
D02,SERC,SERC_006,SERC_006.20180920,deciduousForest,38.880025,-76.548376,2.6,2018-09-20T17:49Z,2018,9,20,263,160,Nymph,IXOSCA,NA,NA,1
D02,SERC,SERC_012,SERC_012.20150504,deciduousForest,38.88001,-76.561648,20.1,2015-05-04T19:34Z,2015,5,4,124,160,Adult,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150504,deciduousForest,38.88001,-76.561648,20.1,2015-05-04T19:34Z,2015,5,4,124,160,Larva,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150504,deciduousForest,38.88001,-76.561648,20.1,2015-05-04T19:34Z,2015,5,4,124,160,Nymph,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150518,deciduousForest,38.88001,-76.561648,20.1,2015-05-18T16:10Z,2015,5,18,138,162,Adult,IXOSCA,NA,NA,1
D02,SERC,SERC_012,SERC_012.20150518,deciduousForest,38.88001,-76.561648,20.1,2015-05-18T16:10Z,2015,5,18,138,162,Larva,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150518,deciduousForest,38.88001,-76.561648,20.1,2015-05-18T16:10Z,2015,5,18,138,162,Nymph,IXOSCA,NA,NA,12
D02,SERC,SERC_012,SERC_012.20150610,deciduousForest,38.88001,-76.561648,20.1,2015-06-10T15:13Z,2015,6,10,161,164,Adult,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150610,deciduousForest,38.88001,-76.561648,20.1,2015-06-10T15:13Z,2015,6,10,161,164,Larva,IXOSCA,0,0,0
D02,SERC,SERC_012,SERC_012.20150610,deciduousForest,38.88001,-76.561648,20.1,2015-06-10T15:13Z,2015,6,10,161,164,Nymph,IXOSCA,15,15,19
D02,SERC,SERC_012,SERC_012.20150629,deciduousForest,38.88001,-76.561648,20.1,2015-06-29T20:46Z,2015,6,29,180,160,Adult,IXOSCA,0,0,1
